Gender,Age,Tenure_Months,Monthly_Minutes,Data_Usage_GB,Support_Calls,Monthly_Charges,Total_Charges,Late_Payments,Satisfaction_Score,Complaints,Phone_Service,Churn,Avg_Charge_Per_Month,Charge_Deviation,Support_Call_Rate,CLV_Proxy,Late_Payment_Ratio,Engagement_Score,High_Risk_Flag,Location_Suburban,Location_Urban,Contract_Type_One Year,Contract_Type_Two Year,Payment_Method_Credit Card,Payment_Method_Electronic Check,Payment_Method_Mailed Check,Internet_Service_Fiber Optic,Internet_Service_No,Tenure_Category_12-24m,Tenure_Category_24-48m,Tenure_Category_48-72m,Tenure_Category_6-12m
0,59,67,386.0,10.6,3.5,125.84,4466.516250000001,0,4.0,0,0,1,66.66,60.5,0.0522,8431.28,0.0,0.5965,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,63,4,606.0,4.0,1.0,54.36,257.94,1,5.0,0,0,0,64.48,-10.98,0.25,217.44,0.25,0.611,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1,39,46,340.0,0.8,0.0,40.0,1856.12,1,2.0,1,0,0,40.35,-25.34,0.0,1840.0,0.0217,0.2661,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,42,15,530.0,1.3,2.0,89.94,1340.05,0,3.0,2,0,0,89.34,24.6,0.1333,1349.1,0.0,0.4087,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,35,14,519.0,1.1,2.0,62.04,898.63,1,1.0,1,1,1,64.19,-3.3,0.1429,868.56,0.0714,0.2806,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,23,36,577.0,1.2,2.0,89.44,3239.25,1,3.0,0,1,0,89.98,24.1,0.0556,3219.84,0.0278,0.4248,0,0,1,1,0,0,0,1,1,0,0,1,0,0
1,35,2,688.0,3.2,1.0,57.83,140.03,0,4.0,2,1,1,70.02,-7.51,0.5,115.66,0.0,0.5667,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,69,51,580.0,10.1,1.0,32.56,1586.6,1,3.0,1,1,0,31.11,-32.78,0.0196,1660.56,0.0196,0.601,0,0,1,1,0,0,1,0,0,0,0,0,1,0
1,33,26,638.0,0.1,1.0,94.14,2403.54,0,4.0,2,1,0,92.44,28.8,0.0385,2447.64,0.0,0.4865,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,32,49,112.0,1.4,2.0,39.74,1887.91,1,4.0,0,1,0,38.53,-25.6,0.0408,1947.26,0.0204,0.3105,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1,65,72,592.0,4.5,2.0,40.82,2966.1,1,4.0,0,1,0,41.2,-24.52,0.0278,2939.04,0.0139,0.5555,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,25,17,515.0,10.0,2.0,60.77,1075.18,1,1.0,1,1,0,63.25,-4.57,0.1176,1033.09,0.0588,0.4541,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,30,2,574.0,1.8,2.0,48.92,130.3,0,2.0,0,1,0,65.15,-16.42,1.0,97.84,0.0,0.3754,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,60,4,394.0,2.4,0.0,40.89,145.78,2,4.0,2,1,1,36.44,-24.45,0.0,163.56,0.5,0.4382,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,24,9,730.0,2.3,0.0,28.31,296.8,1,1.0,1,1,0,32.98,-37.03,0.0,254.79,0.1111,0.3851,0,0,1,0,1,1,0,0,1,0,0,0,0,1
0,34,2,550.0,1.7,0.0,86.6,141.96,1,3.0,2,0,0,70.98,21.26,0.0,173.2,0.5,0.4243,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,67,40,351.0,6.0,1.0,100.34,4023.89,1,1.0,2,1,0,100.6,35.0,0.025,4013.6,0.025,0.3126,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1,49,8,386.0,5.3,2.0,47.62,411.17,2,4.0,2,1,1,51.4,-17.72,0.25,380.96,0.25,0.4922,0,0,1,1,0,0,0,0,1,0,0,0,0,1
1,39,72,680.0,9.3,2.0,96.55,4466.516250000001,1,2.0,1,1,1,62.03,31.21,0.0278,6951.6,0.0139,0.5636,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,68,29,482.0,12.5,3.0,74.49,2195.07,1,3.0,2,1,1,75.69,9.15,0.1034,2160.21,0.0345,0.6107,0,1,0,1,0,0,1,0,0,0,0,1,0,0
0,30,4,499.0,11.5,2.0,81.71,320.61,3,5.0,2,1,1,80.15,16.37,0.5,326.84,0.75,0.7175,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,64,15,460.0,3.9,0.0,80.38,1241.3,1,1.0,1,1,1,82.75,15.04,0.0,1205.7,0.0667,0.3131,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1,40,15,702.0,1.0,3.0,51.06,728.1,0,5.0,3,1,0,48.54,-14.28,0.2,765.9,0.0,0.5888,0,1,0,1,0,0,1,0,0,1,1,0,0,0
0,46,16,596.0,1.3,1.0,46.52,704.63,1,3.0,0,1,0,44.04,-18.82,0.0625,744.32,0.0625,0.434,0,0,1,1,0,0,1,0,0,1,1,0,0,0
0,39,18,262.0,4.5,0.0,60.5,1090.48,1,1.0,2,0,1,60.58,-4.84,0.0,1089.0,0.0556,0.249,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,18,1,304.0,12.5,3.5,61.21,20.0,2,1.0,2,1,0,20.0,-4.13,3.5,61.21,2.0,0.4224,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1,46,27,500.0,3.8,3.0,88.08,2452.98,2,1.0,1,0,0,90.85,22.74,0.1111,2378.16,0.0741,0.3264,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0,65,16,371.0,13.7,3.0,72.89,1177.76,0,3.0,0,1,0,73.61,7.55,0.1875,1166.24,0.0,0.5917,0,1,0,1,0,0,0,0,0,1,1,0,0,0
0,22,37,67.0,1.5,1.0,67.36,2520.08,0,5.0,0,1,0,68.11,2.02,0.027,2492.32,0.0,0.3552,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,52,40,350.0,0.5,3.0,78.35,3120.84,1,2.0,0,1,0,78.02,13.01,0.075,3134.0,0.025,0.264,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,27,6,444.0,8.0,1.0,39.2,260.86,4,3.0,0,1,1,43.48,-26.14,0.1667,235.2,0.6667,0.5076,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,36,1,419.0,10.6,1.0,78.76,112.98,0,5.0,1,1,1,112.98,13.42,1.0,78.76,0.0,0.6691,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,54,29,644.0,3.0,0.0,70.58,2043.66,2,1.0,2,1,1,70.47,5.24,0.0,2046.82,0.069,0.3659,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,24,72,53.0,0.5,1.0,133.08375,4466.516250000001,2,4.0,0,1,0,62.03,67.74,0.0139,9582.03,0.0278,0.2702,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1,63,14,345.0,0.2,3.0,35.41,438.87,1,5.0,0,1,0,31.35,-29.93,0.2143,495.74,0.0714,0.4362,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0,52,7,659.0,0.3,0.0,76.12,584.54,2,5.0,1,1,1,83.51,10.78,0.0,532.84,0.2857,0.5585,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,62,4,366.0,2.9,3.0,47.7,113.41,1,4.0,1,0,0,28.35,-17.64,0.75,190.8,0.25,0.4373,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,30,8,257.0,1.3,3.0,68.9,535.85,0,1.0,1,1,1,66.98,3.56,0.375,551.2,0.0,0.1841,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,27,9,363.0,3.1,1.0,98.82,840.43,3,5.0,0,1,1,93.38,33.48,0.1111,889.38,0.3333,0.5001,0,1,0,1,0,0,1,0,0,0,0,0,0,1
0,19,13,589.0,3.4,1.0,112.43,1442.51,0,4.0,0,1,0,110.96,47.09,0.0769,1461.59,0.0,0.5327,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1,23,25,449.0,3.1,0.0,47.2,1176.53,1,5.0,0,1,0,47.06,-18.14,0.0,1180.0,0.04,0.5331,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,25,7,355.0,4.8,0.0,58.81,410.85,2,2.0,0,1,0,58.69,-6.53,0.0,411.67,0.2857,0.3505,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,53,1,596.0,5.7,0.0,20.0,25.52,0,5.0,0,1,0,25.52,-45.34,0.0,20.0,0.0,0.6406,0,0,1,1,0,0,1,0,1,0,0,0,0,0
0,42,11,574.0,2.5,1.0,107.33,1140.26,2,2.0,1,1,1,103.66,41.99,0.0909,1180.63,0.1818,0.3892,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,61,46,247.0,2.1,0.0,47.9,2236.8,0,4.0,1,0,0,48.63,-17.44,0.0,2203.4,0.0,0.376,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,64,16,518.0,2.3,3.0,20.43,267.8,2,5.0,2,0,0,16.74,-44.91,0.1875,326.88,0.125,0.5438,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,57,72,240.0,0.4,2.0,69.26,4466.516250000001,2,2.0,1,1,1,62.03,3.92,0.0278,4986.72,0.0278,0.2199,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,24,16,734.0,1.9,1.0,36.62,581.66,1,1.0,0,1,0,36.35,-28.72,0.0625,585.92,0.0625,0.3787,0,0,1,1,0,0,0,1,1,0,1,0,0,0
1,63,7,746.0,1.1,2.0,41.19,956.3499999999999,0,5.0,1,1,0,136.62,-24.15,0.2857,288.33,0.0,0.6076,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,40,5,442.0,1.7,0.0,45.51,252.04,1,2.0,0,1,0,50.41,-19.83,0.0,227.55,0.2,0.3229,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,36,28,712.0,6.3,1.0,96.59,2623.87,1,5.0,2,1,0,93.71,31.25,0.0357,2704.52,0.0357,0.6969,0,0,0,1,0,0,0,1,1,0,0,1,0,0
0,63,18,348.0,15.25,1.0,107.57,1955.24,3,4.0,0,0,0,108.62,42.23,0.0556,1936.26,0.1667,0.6734,0,1,0,0,1,1,0,0,0,1,1,0,0,0
1,39,22,472.0,12.9,2.0,77.41,1699.51,0,5.0,0,1,0,77.25,12.07,0.0909,1703.02,0.0,0.7347,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,30,33,383.0,8.6,1.0,60.41,1973.12,0,1.0,0,1,0,59.79,-4.93,0.0303,1993.53,0.0,0.376,0,0,1,0,1,0,0,1,1,0,0,1,0,0
0,38,31,495.0,6.7,2.0,34.01,1026.78,2,5.0,0,1,0,33.12,-31.33,0.0645,1054.31,0.0645,0.6215,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0,18,1,513.0,14.5,1.0,54.84,65.04,0,1.0,2,1,0,65.04,-10.5,1.0,54.84,0.0,0.5419,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1,36,38,499.0,7.0,3.0,73.38,2776.48,0,3.0,0,1,0,73.07,8.04,0.0789,2788.44,0.0,0.509,0,0,1,1,0,0,0,0,0,1,0,1,0,0
0,50,18,481.0,3.2,0.0,81.12,1491.81,1,3.0,0,1,0,82.88,15.78,0.0,1460.16,0.0556,0.4273,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,21,11,525.0,4.6,1.0,80.97,825.41,0,3.0,1,1,0,75.04,15.63,0.0909,890.67,0.0,0.4717,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,59,18,751.0,1.8,2.0,76.39,1314.72,1,1.0,0,1,1,73.04,11.05,0.1111,1375.02,0.0556,0.3833,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,20,22,97.0,0.1,1.0,76.44,1691.74,2,2.0,1,1,1,76.9,11.1,0.0455,1681.68,0.0909,0.1591,0,0,1,0,0,0,1,0,1,0,1,0,0,0
0,44,3,884.0,2.2,0.0,74.74,237.85,0,2.0,1,1,1,79.28,9.4,0.0,224.22,0.0,0.5021,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,69,12,429.0,2.6,1.0,79.17,994.11,1,5.0,0,1,0,82.84,13.83,0.0833,950.04,0.0833,0.5156,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,58,9,484.0,6.6,3.5,31.68,241.23,2,5.0,1,0,0,26.8,-33.66,0.3889,285.12,0.2222,0.6154,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0,52,10,765.0,9.8,0.0,35.22,308.81,2,3.0,0,1,1,30.88,-30.12,0.0,352.2,0.2,0.666,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1,45,2,621.0,15.25,1.0,90.24,107.2,1,4.0,1,0,1,53.6,24.9,0.5,180.48,0.5,0.778,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,23,4,607.0,2.2,3.0,68.45,278.27,2,2.0,2,0,1,69.57,3.11,0.75,273.8,0.5,0.396,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,23,4,749.0,15.25,1.0,92.26,311.27,1,3.0,0,1,0,77.82,26.92,0.25,369.04,0.25,0.7671,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1,61,11,467.0,8.0,2.0,89.15,1010.1,0,4.0,0,1,1,91.83,23.81,0.1818,980.65,0.0,0.5764,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,40,53,683.0,0.2,1.0,49.8,2690.05,3,5.0,0,1,0,50.76,-15.54,0.0189,2639.4,0.0566,0.5657,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1,50,5,247.0,4.5,1.0,96.61,559.04,2,2.0,2,1,1,111.81,31.27,0.2,483.05,0.4,0.3032,1,0,1,1,0,0,1,0,1,0,0,0,0,0
1,33,12,583.0,2.3,3.5,103.22,1184.17,2,1.0,0,1,1,98.68,37.88,0.2917,1238.64,0.1667,0.3287,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,41,8,612.0,0.2,3.5,61.31,523.31,1,1.0,1,0,0,65.41,-4.03,0.4375,490.48,0.125,0.2985,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1,22,37,729.0,3.8,2.0,100.64,3831.68,1,3.0,1,1,1,103.56,35.3,0.0541,3723.68,0.027,0.5342,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,58,1,641.0,4.4,0.0,55.18,36.68,0,2.0,0,0,0,36.68,-10.16,0.0,55.18,0.0,0.4523,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,59,5,540.0,1.5,0.0,79.28,422.26,1,3.0,0,1,0,84.45,13.94,0.0,396.4,0.2,0.4165,0,0,1,0,1,0,0,1,1,0,0,0,0,0
1,30,5,436.0,14.1,2.0,89.95,419.18,0,2.0,0,1,1,83.84,24.61,0.4,449.75,0.0,0.5645,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,64,72,434.0,4.7,0.0,51.66,3672.05,0,5.0,1,1,0,51.0,-13.68,0.0,3719.52,0.0,0.5588,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,29,20,435.0,1.0,1.0,61.99,1224.46,0,2.0,0,1,1,61.22,-3.35,0.05,1239.8,0.0,0.3064,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,22,3,240.0,6.4,0.0,50.3,153.2,0,3.0,2,0,0,51.07,-15.04,0.0,150.9,0.0,0.3979,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,54,7,848.0,3.5,0.0,60.32,434.2,3,1.0,0,0,1,62.03,-5.02,0.0,422.24,0.4286,0.4539,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,48,4,699.0,3.2,0.0,103.0,429.07,0,3.0,0,1,1,107.27,37.66,0.0,412.0,0.0,0.5109,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,45,3,550.0,9.0,1.0,60.75,237.76,0,3.0,1,1,0,79.25,-4.59,0.3333,182.25,0.0,0.5679,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,45,38,662.0,0.7,2.0,66.61,2535.49,1,5.0,1,0,0,66.72,1.27,0.0526,2531.18,0.0263,0.5675,0,0,1,0,1,1,0,0,1,0,0,1,0,0
0,47,16,650.0,3.4,1.0,81.86,1266.66,1,2.0,0,1,1,79.17,16.52,0.0625,1309.76,0.0625,0.436,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,35,23,301.0,7.6,2.0,46.23,1068.37,1,4.0,0,1,0,46.45,-19.11,0.087,1063.29,0.0435,0.5049,0,1,0,0,0,0,1,0,1,0,1,0,0,0
0,61,9,627.0,5.4,3.5,35.84,276.76,0,1.0,2,1,1,30.75,-29.5,0.3889,322.56,0.0,0.4066,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1,44,19,753.0,0.1,1.0,52.29,1130.99,0,4.0,1,1,0,59.53,-13.05,0.0526,993.51,0.0,0.5306,0,0,1,1,0,1,0,0,1,0,1,0,0,0
0,52,7,364.0,7.7,0.0,52.7,316.89,2,5.0,0,0,0,45.27,-12.64,0.0,368.9,0.2857,0.591,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,43,8,193.0,14.5,3.0,53.43,493.11,0,2.0,2,0,1,61.64,-11.91,0.375,427.44,0.0,0.4792,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,56,25,267.0,6.1,0.0,89.3,2258.73,0,5.0,2,1,0,90.35,23.96,0.0,2232.5,0.0,0.5223,0,0,1,0,1,1,0,0,1,0,0,1,0,0
0,66,3,480.0,10.4,2.0,20.0,51.71,1,2.0,0,1,1,17.24,-45.34,0.6667,60.0,0.3333,0.5086,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,68,23,256.0,2.2,1.0,106.94,2535.33,1,2.0,2,1,1,110.23,41.6,0.0435,2459.62,0.0435,0.2614,1,0,1,0,0,1,0,0,0,1,1,0,0,0
1,35,45,465.0,2.2,0.0,96.54,4318.47,1,2.0,0,1,0,95.97,31.2,0.0,4344.3,0.0222,0.3415,0,0,1,0,1,0,1,0,1,0,0,1,0,0
0,50,3,369.0,1.9,1.0,20.0,21.9,3,3.0,1,1,1,7.3,-45.34,0.3333,60.0,1.0,0.3588,0,0,1,1,0,0,0,1,1,0,0,0,0,0
1,42,54,499.0,6.6,2.0,71.7,3837.45,0,3.0,1,1,0,71.06,6.36,0.037,3871.8,0.0,0.5011,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,48,1,398.0,14.2,1.0,33.66,88.63,2,2.0,1,1,0,88.63,-31.68,1.0,33.66,2.0,0.5519,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1,54,10,492.0,10.8,3.0,68.18,681.49,0,5.0,0,1,0,68.15,2.84,0.3,681.8,0.0,0.7011,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1,19,22,620.0,0.8,0.0,39.16,934.23,4,3.0,1,1,1,42.46,-26.18,0.0,861.52,0.1818,0.4334,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,50,19,308.0,4.9,1.0,49.76,952.5,1,1.0,2,0,0,50.13,-15.58,0.0526,945.44,0.0526,0.2745,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,56,2,556.0,15.25,0.0,57.63,197.5,2,2.0,0,1,0,98.75,-7.71,0.0,115.26,1.0,0.6331,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,60,38,329.0,1.8,2.0,72.43,2743.98,3,3.0,0,1,0,72.21,7.09,0.0526,2752.34,0.0789,0.3415,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,60,72,498.0,5.0,3.0,63.06,4466.516250000001,0,4.0,1,0,1,62.03,-2.28,0.0417,4540.32,0.0,0.5293,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,49,4,483.0,11.9,1.0,66.11,236.77,1,2.0,0,1,0,59.19,0.77,0.25,264.44,0.25,0.5392,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,35,54,571.0,11.5,1.0,94.63,4466.516250000001,0,5.0,1,1,0,82.71,29.29,0.0185,5110.02,0.0,0.7451,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1,34,19,536.0,1.9,3.0,82.82,1607.27,1,5.0,1,1,1,84.59,17.48,0.1579,1573.58,0.0526,0.5428,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1,51,65,747.0,0.5,1.0,70.2,4466.516250000001,1,5.0,1,1,0,68.72,4.86,0.0154,4563.0,0.0154,0.5962,0,0,1,1,0,1,0,0,1,0,0,0,1,0
0,56,4,494.0,5.2,0.0,57.37,250.99,1,5.0,0,1,0,62.75,-7.97,0.0,229.48,0.25,0.5917,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1,24,37,374.0,14.7,1.0,107.86,3964.59,2,1.0,1,1,1,107.15,42.52,0.027,3990.82,0.0541,0.4925,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,59,1,685.0,3.5,0.0,84.78,118.5,0,3.0,1,0,0,118.5,19.44,0.0,84.78,0.0,0.5114,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,52,51,566.0,3.1,0.0,45.77,2334.78,1,3.0,0,1,1,45.78,-19.57,0.0,2334.27,0.0196,0.4579,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1,47,26,676.0,10.0,1.0,77.75,1999.39,1,3.0,0,0,1,76.9,12.41,0.0385,2021.5,0.0385,0.6358,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,29,11,476.0,2.8,1.0,80.3,900.18,0,1.0,0,1,1,81.83,14.96,0.0909,883.3,0.0,0.2975,0,0,1,1,0,0,0,0,1,0,0,0,0,1
1,52,5,238.0,5.7,1.0,81.17,392.21,0,3.0,2,1,1,78.44,15.83,0.2,405.85,0.0,0.3834,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,28,40,948.0,2.5,1.0,66.78,2695.3,3,1.0,1,1,0,67.38,1.44,0.025,2671.2,0.075,0.4726,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,61,22,379.0,2.4,2.0,120.31,2599.44,0,2.0,3,0,1,118.16,54.97,0.0909,2646.82,0.0,0.3125,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1,21,10,267.0,1.0,3.5,75.18,734.66,2,4.0,0,0,0,73.47,9.84,0.35,751.8,0.2,0.362,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,42,14,643.0,0.5,1.0,20.0,300.81,0,5.0,2,1,0,21.49,-45.34,0.0714,280.0,0.0,0.5563,0,0,1,1,0,1,0,0,0,0,1,0,0,0
1,65,42,310.0,10.8,1.0,20.0,772.74,1,3.0,1,1,0,18.4,-45.34,0.0238,840.0,0.0238,0.5113,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,49,9,421.0,1.0,2.0,28.55,263.22,1,4.0,1,1,0,29.25,-36.79,0.2222,256.95,0.1111,0.4211,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1,37,2,524.0,0.3,1.0,77.44,83.32,1,3.0,1,1,0,41.66,12.1,0.5,154.88,0.5,0.3868,0,1,0,1,0,0,0,1,1,0,0,0,0,0
0,67,58,471.0,4.4,0.0,89.95,4466.516250000001,0,2.0,0,1,1,77.01,24.61,0.0,5217.1,0.0,0.3871,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,48,11,427.0,3.9,3.0,101.79,1149.61,3,2.0,2,0,1,104.51,36.45,0.2727,1119.69,0.2727,0.3604,1,1,0,0,0,0,1,0,0,0,0,0,0,1
0,21,10,817.0,4.2,0.0,61.67,519.51,3,2.0,1,1,0,51.95,-3.67,0.0,616.7,0.3,0.5158,0,0,1,1,0,0,1,0,1,0,0,0,0,1
1,55,5,477.0,3.2,3.0,61.78,956.3499999999999,0,2.0,0,0,1,191.27,-3.56,0.6,308.9,0.0,0.3658,0,0,1,1,0,0,1,0,1,0,0,0,0,0
1,64,54,320.0,0.8,1.0,80.44,4300.91,0,1.0,0,0,0,79.65,15.1,0.0185,4343.76,0.0,0.1984,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1,18,5,695.0,0.1,3.0,62.43,359.56,2,1.0,1,0,1,71.91,-2.91,0.6,312.15,0.4,0.3284,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,20,24,355.0,0.2,3.0,77.95,1781.95,2,2.0,0,1,1,74.25,12.61,0.125,1870.8,0.0833,0.26,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,54,51,478.0,14.3,3.0,47.54,2328.04,0,2.0,1,1,1,45.65,-17.8,0.0588,2424.54,0.0,0.5845,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,39,1,319.0,3.8,0.0,71.33,134.82,1,3.0,0,0,1,134.82,5.99,0.0,71.33,1.0,0.377,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,34,42,542.0,2.6,2.0,59.34,2510.19,2,2.0,0,1,0,59.77,-6.0,0.0476,2492.28,0.0476,0.3789,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,31,12,507.0,2.6,0.0,102.95,1281.23,1,3.0,0,1,0,106.77,37.61,0.0,1235.4,0.0833,0.4255,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,58,25,494.0,5.3,0.0,82.47,2077.25,1,5.0,1,1,0,83.09,17.13,0.0,2061.75,0.04,0.5936,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,52,11,530.0,2.4,2.0,114.71,1328.56,1,2.0,1,1,0,120.78,49.37,0.1818,1261.81,0.0909,0.3704,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,30,28,663.0,8.0,1.0,77.94,2108.27,2,3.0,1,1,0,75.3,12.6,0.0357,2182.32,0.0714,0.5915,0,0,1,1,0,1,0,0,1,0,0,1,0,0
0,52,7,640.0,1.5,3.0,52.39,293.46,1,2.0,3,1,0,41.92,-12.95,0.4286,366.73,0.1429,0.3948,0,1,0,1,0,0,1,0,1,0,0,0,0,1
0,60,1,292.0,2.3,2.0,50.27,76.23,0,1.0,2,1,1,76.23,-15.07,2.0,50.27,0.0,0.2172,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,19,70,365.0,13.7,2.0,51.75,3599.7,1,1.0,0,1,0,51.42,-13.59,0.0286,3622.5,0.0143,0.4694,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,64,1,684.0,1.5,1.0,89.04,108.82,0,3.0,0,0,1,108.82,23.7,1.0,89.04,0.0,0.4717,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,30,41,343.0,5.4,2.0,72.67,2999.9,1,3.0,0,0,1,73.17,7.33,0.0488,2979.47,0.0244,0.4177,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,68,4,598.0,2.3,1.0,60.48,315.05,1,1.0,1,0,0,78.76,-4.86,0.25,241.92,0.25,0.3345,0,0,1,0,1,1,0,0,0,1,0,0,0,0
1,33,11,667.0,3.2,1.0,91.9,1041.39,2,3.0,0,1,1,94.67,26.56,0.0909,1010.9,0.1818,0.4986,0,0,1,1,0,0,0,0,1,0,0,0,0,1
0,35,41,171.0,0.2,1.0,88.35,956.3499999999999,2,5.0,1,1,1,23.33,23.01,0.0244,3622.35,0.0488,0.3695,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,24,5,418.0,0.9,3.0,78.31,432.89,2,3.0,1,1,1,86.58,12.97,0.6,391.55,0.4,0.3579,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,62,48,663.0,0.5,3.5,52.7,2481.98,1,3.0,1,1,0,51.71,-12.64,0.0729,2529.6,0.0208,0.444,0,1,0,0,0,1,0,0,0,1,0,1,0,0
0,53,16,470.0,9.3,1.0,31.77,402.35,1,2.0,2,1,0,25.15,-33.57,0.0625,508.32,0.0625,0.4831,0,0,1,0,0,0,0,1,0,0,1,0,0,0
