CustomerID,Gender,Age,Location,Tenure_Months,Contract_Type,Payment_Method,Monthly_Minutes,Data_Usage_GB,Support_Calls,Monthly_Charges,Total_Charges,Late_Payments,Satisfaction_Score,Complaints,Internet_Service,Phone_Service,Churn
CUST-05919,Male,65,Urban,14,Two Year,Electronic Check,610,8.2,0,71.41,975.89,2,5.0,0,Fiber Optic,Yes,0
CUST-05920,Male,24,Suburban,29,One Year,Bank Transfer,268,0.2,0,70.27,2090.51,0,4.0,0,No,Yes,0
CUST-05921,Male,18,Rural,11,One Year,Credit Card,531,3.2,2,68.11,706.19,0,3.0,0,DSL,Yes,0
CUST-05922,Male,29,Urban,19,One Year,Electronic Check,547,1.5,0,94.25,1740.23,1,5.0,0,Fiber Optic,Yes,1
CUST-05923,Male,38,Suburban,8,Two Year,Electronic Check,699,10.4,1,88.99,654.33,0,2.0,0,DSL,Yes,0
CUST-05924,Female,28,Suburban,10,Two Year,Bank Transfer,396,2.7,1,53.76,495.73,1,3.0,1,Fiber Optic,Yes,0
CUST-05925,Female,61,Suburban,22,Month-to-Month,Electronic Check,487,6.0,3,98.04,2195.16,2,5.0,3,Fiber Optic,Yes,1
CUST-05926,Female,68,Rural,16,Month-to-Month,Bank Transfer,533,2.2,3,65.12,1083.09,2,3.0,2,Fiber Optic,Yes,0
CUST-05927,Female,61,Suburban,30,Month-to-Month,Credit Card,396,2.0,0,24.18,764.32,3,2.0,1,DSL,Yes,0
CUST-05928,Male,61,Rural,19,Month-to-Month,Bank Transfer,392,2.0,1,77.19,1489.37,1,2.0,0,No,Yes,0
CUST-05929,Male,31,Urban,39,Month-to-Month,Credit Card,385,5.7,1,29.36,1163.0,1,4.0,0,Fiber Optic,Yes,0
CUST-05930,Male,51,Suburban,14,One Year,Electronic Check,474,16.7,0,81.14,1180.43,1,3.0,1,DSL,Yes,0
CUST-05931,Male,51,Suburban,16,Month-to-Month,Bank Transfer,849,1.2,1,48.46,752.07,2,5.0,4,DSL,No,1
CUST-05932,Male,42,Urban,26,One Year,Credit Card,481,5.2,3,20.0,560.11,1,3.0,0,No,Yes,0
CUST-05933,Female,21,Suburban,6,Month-to-Month,Bank Transfer,597,1.5,3,71.35,491.54,1,1.0,0,DSL,Yes,1
CUST-05934,Female,69,Urban,11,One Year,Mailed Check,506,4.0,0,104.65,1071.39,1,,0,DSL,Yes,1
CUST-05935,Male,43,Urban,23,Month-to-Month,Bank Transfer,438,3.9,2,51.99,1180.41,2,5.0,1,Fiber Optic,Yes,0
CUST-05936,Male,33,Urban,1,One Year,Mailed Check,495,3.0,0,75.36,57.53,2,4.0,0,Fiber Optic,Yes,1
CUST-05937,Male,27,Suburban,13,One Year,Mailed Check,653,3.5,2,71.35,926.27,0,1.0,1,Fiber Optic,Yes,1
CUST-05938,Female,62,Rural,21,Month-to-Month,Electronic Check,489,10.6,1,20.0,442.21,0,2.0,2,Fiber Optic,No,0
CUST-05939,Male,19,Urban,72,Month-to-Month,Electronic Check,467,0.5,1,70.66,5191.76,0,1.0,1,DSL,Yes,0
CUST-05940,Male,52,Suburban,50,Month-to-Month,Bank Transfer,453,8.9,0,79.57,3910.65,1,5.0,2,Fiber Optic,No,0
CUST-05941,Male,36,Urban,7,Two Year,Bank Transfer,301,3.1,1,53.95,315.99,2,1.0,2,DSL,Yes,0
CUST-05942,Female,23,Rural,16,One Year,Mailed Check,708,2.0,0,56.25,942.44,2,5.0,0,No,Yes,0
CUST-05943,Male,36,Suburban,1,One Year,Bank Transfer,410,1.0,0,56.61,77.44,0,5.0,1,DSL,Yes,1
CUST-05944,Female,69,Suburban,6,Month-to-Month,Credit Card,793,8.4,0,80.35,460.45,2,2.0,1,Fiber Optic,Yes,1
CUST-05945,Female,68,Suburban,35,Month-to-Month,Credit Card,548,4.5,0,30.7,1056.98,1,,0,No,Yes,0
CUST-05946,Female,25,Urban,3,Month-to-Month,Electronic Check,781,6.5,1,24.42,67.71,2,4.0,2,DSL,Yes,1
CUST-05947,Female,31,Suburban,7,Month-to-Month,Bank Transfer,460,1.9,3,82.34,598.05,1,4.0,0,No,No,0
CUST-05948,Female,27,Rural,69,Month-to-Month,Credit Card,353,2.5,2,42.85,2989.69,1,4.0,1,DSL,No,1
CUST-05949,Female,20,Urban,41,Month-to-Month,Electronic Check,708,12.2,1,88.72,3682.14,2,1.0,0,Fiber Optic,No,1
CUST-05950,Male,55,Suburban,36,One Year,Bank Transfer,387,16.2,3,69.58,2569.98,2,5.0,2,Fiber Optic,No,1
CUST-05951,Male,46,Rural,47,Month-to-Month,Electronic Check,757,6.7,1,48.6,2330.96,0,4.0,1,No,Yes,1
CUST-05952,Male,32,Urban,33,Month-to-Month,Credit Card,615,6.9,4,36.33,1188.53,1,3.0,0,Fiber Optic,Yes,1
CUST-05953,Female,40,Rural,3,One Year,Credit Card,792,5.9,2,20.0,20.0,0,5.0,1,DSL,Yes,0
CUST-05954,Male,40,Rural,17,One Year,Credit Card,304,4.4,1,49.03,793.94,2,3.0,1,DSL,Yes,0
CUST-05955,Female,35,Suburban,14,One Year,Bank Transfer,691,4.5,0,66.31,827.32,2,3.0,1,DSL,Yes,1
CUST-05956,Female,63,Urban,8,Month-to-Month,Electronic Check,351,16.6,1,71.56,682.37,0,5.0,2,No,Yes,0
CUST-05957,Female,36,Urban,43,Two Year,Electronic Check,50,6.9,2,24.66,1123.34,0,1.0,2,DSL,Yes,1
CUST-05958,Male,45,Urban,14,Two Year,Credit Card,679,5.3,1,48.15,648.5,1,2.0,0,No,No,0
CUST-05959,Female,43,Suburban,1,Month-to-Month,Mailed Check,498,1.0,1,98.76,129.88,0,2.0,1,Fiber Optic,Yes,0
CUST-05960,Female,27,Suburban,7,Month-to-Month,Credit Card,692,18.9,1,121.03,839.95,0,3.0,0,Fiber Optic,Yes,1
CUST-05961,Male,64,Suburban,6,Two Year,Credit Card,518,3.7,0,82.25,531.28,1,3.0,0,Fiber Optic,Yes,0
CUST-05962,Male,21,Urban,52,Two Year,Electronic Check,504,14.4,0,65.31,3424.61,0,3.0,1,Fiber Optic,Yes,0
CUST-05963,Female,19,Urban,25,Month-to-Month,Credit Card,799,6.3,1,25.99,643.64,0,2.0,4,No,Yes,0
CUST-05964,Female,20,Suburban,19,Month-to-Month,Electronic Check,523,0.2,1,65.6,1254.25,0,3.0,0,No,No,1
CUST-05965,Male,24,Suburban,16,Two Year,Credit Card,404,3.9,1,50.87,786.44,1,5.0,2,DSL,Yes,0
CUST-05966,Male,33,Rural,25,Month-to-Month,Credit Card,482,11.2,2,105.36,2661.09,2,1.0,1,DSL,Yes,1
CUST-05967,Male,48,Suburban,33,Two Year,Electronic Check,531,0.3,5,55.42,1736.14,2,5.0,1,DSL,Yes,0
CUST-05968,Female,27,Suburban,19,Month-to-Month,Credit Card,50,10.1,5,87.6,1688.05,2,1.0,0,Fiber Optic,Yes,0
CUST-05969,Male,36,Suburban,66,Two Year,Credit Card,598,4.8,2,57.53,3722.96,1,1.0,1,DSL,Yes,0
CUST-05970,Male,45,Suburban,72,Month-to-Month,Bank Transfer,771,0.2,1,95.74,6892.68,0,3.0,0,Fiber Optic,No,1
CUST-05971,Male,34,Urban,72,Month-to-Month,Bank Transfer,490,2.3,2,63.03,4542.88,0,2.0,0,No,Yes,1
CUST-05972,Female,45,Rural,26,Two Year,Electronic Check,415,0.2,4,76.17,1993.54,6,1.0,1,Fiber Optic,Yes,1
CUST-05973,Male,36,Suburban,64,Month-to-Month,Electronic Check,577,0.1,3,63.9,4048.44,1,3.0,1,Fiber Optic,Yes,1
CUST-05974,Male,54,Urban,12,Month-to-Month,Electronic Check,848,11.3,2,81.71,941.57,0,5.0,3,No,Yes,0
CUST-05975,Male,40,Urban,47,Two Year,Credit Card,593,6.9,2,40.88,1943.8,1,5.0,2,DSL,Yes,0
CUST-05976,Male,37,Urban,57,Month-to-Month,Bank Transfer,542,1.7,2,90.86,5151.31,1,5.0,0,Fiber Optic,Yes,0
CUST-05977,Male,30,Suburban,56,Month-to-Month,Electronic Check,421,0.6,3,20.0,1168.52,0,1.0,0,Fiber Optic,Yes,0
CUST-05978,Female,30,Urban,42,Month-to-Month,Credit Card,286,0.3,0,78.59,3298.27,2,4.0,0,Fiber Optic,Yes,0
CUST-05979,Female,60,Urban,12,One Year,Bank Transfer,504,12.5,1,37.45,,2,4.0,1,Fiber Optic,Yes,0
CUST-05980,Female,28,Suburban,4,One Year,Electronic Check,508,4.9,0,82.91,326.87,1,2.0,1,DSL,Yes,0
CUST-05981,Male,65,Urban,9,Two Year,Bank Transfer,113,0.9,3,98.26,903.04,1,2.0,1,No,No,0
CUST-05982,Female,32,Suburban,34,One Year,Electronic Check,354,5.7,0,29.72,1009.98,0,3.0,3,DSL,Yes,0
CUST-05983,Female,34,Urban,6,Month-to-Month,Credit Card,731,34.0,1,37.9,242.58,0,1.0,2,DSL,Yes,0
CUST-05984,Female,67,Suburban,15,Month-to-Month,Electronic Check,448,7.8,2,40.91,700.85,2,2.0,2,No,Yes,0
CUST-05985,Male,45,Urban,19,Two Year,Credit Card,50,3.0,1,101.97,2022.48,4,1.0,1,No,Yes,0
CUST-05986,Male,36,Urban,22,One Year,Mailed Check,820,8.4,0,28.65,664.99,0,2.0,0,DSL,No,0
CUST-05987,Female,21,Urban,65,Two Year,Credit Card,321,6.8,2,46.49,2922.69,3,5.0,1,No,Yes,0
CUST-05988,Female,39,Suburban,25,Two Year,Mailed Check,405,0.5,2,20.0,461.69,2,3.0,0,Fiber Optic,Yes,0
CUST-05989,Male,39,Suburban,37,Month-to-Month,Bank Transfer,712,13.0,1,76.51,2837.17,2,5.0,2,No,Yes,0
CUST-05990,Male,54,Urban,20,One Year,Electronic Check,351,10.8,1,75.97,1490.7,0,3.0,0,DSL,Yes,1
CUST-05991,Female,56,Suburban,43,One Year,Electronic Check,106,4.5,2,20.0,879.06,0,4.0,3,Fiber Optic,Yes,1
CUST-05992,Male,51,Urban,7,Month-to-Month,Credit Card,543,3.5,2,101.08,708.47,2,2.0,0,Fiber Optic,Yes,1
CUST-05993,Female,50,Rural,5,Month-to-Month,Credit Card,659,1.3,1,78.25,386.87,1,3.0,4,Fiber Optic,Yes,0
CUST-05994,Male,61,Rural,62,Two Year,Mailed Check,406,9.0,1,38.32,2366.26,4,4.0,0,No,Yes,0
CUST-05995,Female,59,Suburban,28,One Year,Bank Transfer,475,2.8,4,22.7,572.53,1,2.0,1,Fiber Optic,Yes,1
CUST-05996,Female,57,Suburban,26,One Year,Electronic Check,264,4.3,1,111.23,2880.78,0,1.0,0,Fiber Optic,Yes,0
CUST-05997,Male,50,Suburban,15,One Year,Credit Card,300,0.9,0,77.36,1218.14,2,4.0,2,Fiber Optic,Yes,0
CUST-05998,Female,29,Suburban,11,One Year,Electronic Check,435,1.2,0,68.12,757.72,1,3.0,0,Fiber Optic,Yes,0
CUST-05999,Female,19,Suburban,19,Month-to-Month,Credit Card,629,21.1,0,95.45,1859.13,2,2.0,0,Fiber Optic,Yes,0
CUST-06000,Female,45,Rural,3,One Year,Electronic Check,519,3.4,0,71.44,227.88,0,4.0,1,DSL,Yes,0
CUST-06001,Male,27,Suburban,14,Month-to-Month,Bank Transfer,704,8.5,1,41.21,606.4,0,5.0,0,No,Yes,0
CUST-06002,Male,39,Suburban,14,Two Year,Bank Transfer,830,8.9,0,20.0,337.37,1,3.0,1,No,Yes,0
CUST-06003,Male,34,Suburban,18,One Year,Credit Card,677,20.0,0,105.77,1868.66,2,5.0,0,DSL,Yes,0
CUST-06004,Female,43,Suburban,24,Two Year,Electronic Check,182,20.3,2,96.28,2365.35,1,5.0,0,Fiber Optic,Yes,0
CUST-06005,Male,20,Suburban,72,Month-to-Month,Bank Transfer,443,3.1,2,60.96,4269.22,0,5.0,2,Fiber Optic,No,0
CUST-06006,Female,24,Urban,25,Two Year,Bank Transfer,675,15.0,4,68.58,1699.72,1,3.0,0,Fiber Optic,Yes,0
CUST-06007,Female,61,Urban,51,Two Year,Electronic Check,476,2.3,3,89.45,4673.01,0,3.0,0,Fiber Optic,Yes,0
CUST-06008,Male,25,Urban,19,One Year,Credit Card,176,4.7,0,54.77,1038.23,0,,0,Fiber Optic,Yes,0
CUST-06009,Male,37,Suburban,23,Month-to-Month,Mailed Check,389,8.6,2,47.43,1148.62,0,3.0,1,Fiber Optic,Yes,1
CUST-06010,Female,29,Urban,1,Month-to-Month,Electronic Check,50,12.3,0,52.63,69.43,0,1.0,1,DSL,No,1
CUST-06011,Female,52,Rural,3,One Year,Electronic Check,444,3.7,2,69.88,232.89,1,2.0,0,Fiber Optic,Yes,0
CUST-06012,Male,34,Suburban,20,One Year,Credit Card,363,2.7,0,93.28,1808.08,0,3.0,1,Fiber Optic,Yes,0
CUST-06013,Male,45,Suburban,12,Month-to-Month,Electronic Check,427,6.5,1,36.94,438.65,1,,1,DSL,Yes,1
CUST-06014,Male,58,Urban,38,One Year,Credit Card,736,3.0,0,55.13,2053.91,3,1.0,0,No,Yes,0
CUST-06015,Female,27,Suburban,18,One Year,Electronic Check,233,5.6,1,20.0,411.96,0,1.0,0,Fiber Optic,Yes,0
CUST-06016,Female,39,Suburban,51,Month-to-Month,Bank Transfer,356,8.2,1,118.4,6101.98,0,5.0,0,Fiber Optic,Yes,0
CUST-06017,Female,55,Suburban,72,Month-to-Month,Credit Card,271,9.2,1,62.54,4482.87,2,4.0,0,DSL,Yes,0
CUST-06018,Female,50,Urban,3,Month-to-Month,Credit Card,714,1.5,3,100.16,286.78,1,2.0,0,DSL,Yes,1
CUST-06019,Female,39,Suburban,12,Month-to-Month,Mailed Check,726,4.2,3,34.87,479.49,1,3.0,3,DSL,Yes,1
CUST-06020,Male,61,Suburban,26,Month-to-Month,Electronic Check,572,0.1,1,98.87,2490.71,1,5.0,0,DSL,No,0
CUST-06021,Male,54,Suburban,8,Two Year,Credit Card,561,8.0,1,93.82,808.41,1,2.0,1,No,No,1
CUST-06022,Female,30,Rural,7,Month-to-Month,Mailed Check,259,0.7,0,34.33,,0,4.0,1,Fiber Optic,Yes,1
CUST-06023,Female,44,Rural,40,Month-to-Month,Credit Card,539,10.3,1,61.81,2479.79,0,3.0,1,Fiber Optic,Yes,0
CUST-06024,Male,32,Rural,72,Month-to-Month,Electronic Check,275,2.6,1,35.38,2549.68,2,2.0,2,No,Yes,0
CUST-06025,Male,39,Suburban,35,Two Year,Electronic Check,508,0.9,0,73.66,2667.19,0,4.0,1,DSL,No,0
CUST-06026,Male,47,Rural,17,Month-to-Month,Electronic Check,431,7.9,2,105.49,1789.99,1,3.0,0,DSL,No,1
CUST-06027,Male,60,Suburban,14,Two Year,Bank Transfer,381,1.1,0,79.19,1044.43,0,1.0,0,DSL,Yes,0
CUST-06028,Female,57,Urban,18,Month-to-Month,Bank Transfer,505,2.5,1,68.44,1230.0,2,2.0,0,DSL,Yes,0
CUST-06029,Male,54,Urban,14,Month-to-Month,Electronic Check,635,4.2,1,98.45,1369.88,2,1.0,1,Fiber Optic,Yes,0
CUST-06030,Female,51,Urban,16,One Year,Bank Transfer,855,2.2,2,60.45,954.12,1,4.0,2,No,Yes,0
CUST-06031,Male,61,Urban,5,One Year,Credit Card,610,1.0,0,94.45,532.2,0,4.0,0,DSL,Yes,0
CUST-06032,Male,51,Urban,56,One Year,Electronic Check,955,2.6,1,26.8,1514.9,1,3.0,2,DSL,Yes,0
CUST-06033,Male,65,Urban,33,Two Year,Electronic Check,540,0.8,3,80.8,2700.57,1,2.0,0,Fiber Optic,Yes,0
CUST-06034,Female,52,Suburban,27,Month-to-Month,Bank Transfer,856,6.3,2,77.96,1931.27,1,2.0,0,No,Yes,0
CUST-06035,Female,59,Urban,71,One Year,Bank Transfer,587,0.9,0,46.9,3322.88,1,5.0,1,DSL,Yes,0
CUST-06036,Male,36,Urban,8,One Year,Bank Transfer,547,3.3,1,44.47,341.06,0,5.0,0,No,Yes,1
CUST-06037,Female,25,Suburban,2,Two Year,Electronic Check,466,4.1,0,30.68,132.56,0,3.0,0,Fiber Optic,Yes,1
CUST-06038,Female,56,Suburban,41,Month-to-Month,Electronic Check,559,14.5,1,48.1,2038.56,0,2.0,2,No,Yes,1
CUST-06039,Male,50,Rural,72,Month-to-Month,Electronic Check,586,0.4,1,99.32,7203.44,0,2.0,1,Fiber Optic,Yes,0
CUST-06040,Male,61,Suburban,20,One Year,Electronic Check,216,13.3,2,69.47,1379.15,1,3.0,0,Fiber Optic,Yes,1
CUST-06041,Female,45,Urban,1,Two Year,Electronic Check,640,1.2,2,57.56,20.0,2,2.0,1,DSL,Yes,0
CUST-06042,Female,54,Urban,36,Month-to-Month,Credit Card,203,9.2,0,37.16,1315.31,3,5.0,1,Fiber Optic,Yes,0
CUST-06043,Female,65,Urban,1,Month-to-Month,Credit Card,640,0.5,1,88.51,83.98,0,2.0,2,DSL,Yes,0
CUST-06044,Male,42,Urban,18,Month-to-Month,Electronic Check,619,22.4,3,91.18,1652.1,1,1.0,2,Fiber Optic,Yes,1
CUST-06045,Male,53,Urban,7,One Year,Credit Card,784,8.2,0,83.3,593.32,0,2.0,0,Fiber Optic,Yes,1
CUST-06046,Female,34,Rural,59,Month-to-Month,Mailed Check,327,0.3,1,35.2,2080.22,0,4.0,1,Fiber Optic,Yes,0
CUST-06047,Male,41,Urban,14,Month-to-Month,Mailed Check,302,1.2,1,67.4,944.18,1,4.0,2,No,Yes,0
CUST-06048,Male,38,Urban,54,One Year,Bank Transfer,721,4.0,1,73.86,4039.38,2,4.0,0,DSL,No,0
CUST-06049,Female,19,Urban,8,Month-to-Month,Bank Transfer,285,3.7,0,69.44,567.17,1,1.0,0,No,Yes,0
CUST-06050,Female,48,Suburban,11,Month-to-Month,Bank Transfer,265,5.0,2,20.0,197.89,2,2.0,0,Fiber Optic,Yes,0
CUST-06051,Male,61,Urban,70,Month-to-Month,Electronic Check,541,3.1,4,75.13,5276.54,1,3.0,1,DSL,Yes,1
CUST-06052,Male,50,Urban,5,Month-to-Month,Electronic Check,490,6.6,1,20.0,139.62,1,5.0,1,Fiber Optic,Yes,1
CUST-06053,Female,47,Urban,20,Month-to-Month,Credit Card,531,2.1,1,109.78,2295.73,2,2.0,1,No,Yes,1
CUST-06054,Male,29,Urban,11,Month-to-Month,Electronic Check,607,1.0,0,35.9,371.43,0,3.0,0,DSL,Yes,0
CUST-06055,Male,61,Urban,35,Month-to-Month,Electronic Check,608,0.2,1,102.35,3542.72,1,2.0,0,DSL,No,0
CUST-06056,Female,29,Suburban,3,One Year,Credit Card,484,2.0,1,60.37,196.92,1,4.0,0,DSL,Yes,1
CUST-06057,Female,68,Urban,13,Month-to-Month,Bank Transfer,509,2.8,2,64.2,791.25,2,4.0,1,DSL,No,0
CUST-06058,Male,66,Suburban,28,One Year,Bank Transfer,486,5.4,3,67.74,1909.98,0,2.0,0,Fiber Optic,Yes,1
CUST-06059,Male,69,Suburban,12,Month-to-Month,Credit Card,507,8.2,3,62.12,823.34,1,4.0,1,DSL,Yes,1
CUST-06060,Male,41,Suburban,1,Month-to-Month,Credit Card,222,1.4,0,20.0,20.0,2,3.0,4,No,Yes,1
CUST-06061,Female,41,Urban,29,Two Year,Credit Card,651,3.4,1,56.42,1624.7,4,2.0,0,Fiber Optic,Yes,0
CUST-06062,Male,28,Urban,16,Month-to-Month,Mailed Check,709,1.3,2,52.75,849.1,1,2.0,0,DSL,Yes,1
CUST-06063,Male,30,Urban,1,Month-to-Month,Credit Card,627,15.1,1,20.87,52.05,1,2.0,0,No,Yes,0
CUST-06064,Female,44,Suburban,22,Two Year,Bank Transfer,612,5.2,1,45.6,966.75,1,5.0,1,No,Yes,0
CUST-06065,Female,25,Suburban,60,One Year,Credit Card,301,5.7,1,63.77,3906.55,1,5.0,1,DSL,Yes,0
CUST-06066,Male,27,Urban,2,One Year,Electronic Check,216,3.8,2,35.96,106.45,2,3.0,1,DSL,Yes,0
CUST-06067,Female,25,Suburban,21,One Year,Electronic Check,666,1.7,3,61.5,,1,2.0,2,DSL,Yes,0
CUST-06068,Female,37,Suburban,31,Month-to-Month,Electronic Check,505,1.1,0,61.67,1891.36,0,3.0,0,Fiber Optic,Yes,0
CUST-06069,Male,25,Suburban,1,Two Year,Electronic Check,533,5.3,0,58.28,20.0,2,5.0,1,Fiber Optic,Yes,0
CUST-06070,Female,26,Urban,1,Two Year,Electronic Check,542,12.7,2,46.86,20.0,1,1.0,0,No,Yes,0
CUST-06071,Female,24,Suburban,14,Month-to-Month,Bank Transfer,551,1.2,1,60.77,857.53,0,3.0,2,DSL,Yes,1
CUST-06072,Male,31,Urban,37,Two Year,Electronic Check,629,4.2,2,60.93,2305.41,2,5.0,2,No,Yes,0
CUST-06073,Female,45,Suburban,4,Month-to-Month,Credit Card,480,3.8,2,29.13,169.91,0,2.0,1,Fiber Optic,Yes,1
CUST-06074,Male,19,Urban,43,One Year,Electronic Check,118,5.1,1,67.96,,2,5.0,2,Fiber Optic,Yes,0
CUST-06075,Male,60,Urban,25,Month-to-Month,Credit Card,637,4.4,2,94.66,2338.81,1,1.0,1,Fiber Optic,No,1
CUST-06076,Female,25,Rural,9,One Year,Mailed Check,615,1.6,0,43.55,546.51,1,2.0,1,No,Yes,0
CUST-06077,Female,30,Suburban,17,Month-to-Month,Bank Transfer,241,5.9,2,78.21,1308.87,2,5.0,1,Fiber Optic,Yes,0
CUST-06078,Female,38,Urban,72,One Year,Bank Transfer,266,1.6,1,40.34,2974.1,0,3.0,0,DSL,Yes,0
CUST-06079,Male,64,Urban,5,Month-to-Month,Electronic Check,676,5.3,1,63.28,326.87,0,1.0,1,No,Yes,1
CUST-06080,Female,45,Suburban,16,Month-to-Month,Electronic Check,723,1.8,3,45.15,688.6,1,3.0,0,DSL,Yes,0
CUST-06081,Male,52,Rural,23,One Year,Bank Transfer,50,0.4,3,30.95,716.56,0,2.0,0,DSL,Yes,1
CUST-06082,Female,40,Suburban,3,Two Year,Bank Transfer,588,0.7,1,56.6,147.77,0,4.0,1,Fiber Optic,Yes,0
CUST-06083,Female,63,Rural,1,Month-to-Month,Credit Card,455,9.0,5,68.53,20.0,0,2.0,0,DSL,Yes,1
CUST-06084,Female,32,Urban,1,Two Year,Credit Card,514,0.6,3,67.35,72.68,1,5.0,0,DSL,Yes,0
CUST-06085,Male,19,Suburban,9,Month-to-Month,Credit Card,526,2.0,1,43.37,360.61,1,1.0,0,No,Yes,0
CUST-06086,Female,68,Suburban,1,Two Year,Credit Card,347,1.7,0,44.13,20.0,2,3.0,1,DSL,Yes,0
CUST-06087,Female,29,Suburban,39,One Year,Mailed Check,630,0.3,1,80.18,2990.69,1,5.0,1,No,Yes,1
CUST-06088,Male,69,Urban,72,Two Year,Electronic Check,362,4.6,2,40.29,2885.13,2,1.0,2,Fiber Optic,Yes,0
CUST-06089,Male,53,Suburban,1,One Year,Credit Card,649,8.0,1,69.5,20.0,1,3.0,0,Fiber Optic,Yes,0
CUST-06090,Female,20,Suburban,13,One Year,Credit Card,693,24.4,2,32.98,379.61,2,4.0,0,No,Yes,0
CUST-06091,Female,22,Suburban,1,Month-to-Month,Bank Transfer,325,13.7,2,48.09,20.0,2,2.0,1,Fiber Optic,Yes,1
CUST-06092,Female,20,Suburban,3,Two Year,Bank Transfer,330,0.3,0,20.0,147.72,0,1.0,0,Fiber Optic,Yes,0
CUST-06093,Male,64,Suburban,9,Two Year,Electronic Check,522,1.5,2,69.23,655.04,3,1.0,1,Fiber Optic,Yes,0
CUST-06094,Male,36,Suburban,12,Month-to-Month,Bank Transfer,800,2.7,2,56.05,658.13,1,5.0,1,No,Yes,1
CUST-06095,Male,19,Urban,67,Month-to-Month,Mailed Check,381,10.4,3,49.11,3274.07,1,2.0,0,Fiber Optic,Yes,0
CUST-06096,Male,61,Urban,12,One Year,Credit Card,419,2.2,1,92.66,1097.3,0,3.0,1,Fiber Optic,Yes,0
CUST-06097,Female,54,Suburban,16,Two Year,Bank Transfer,564,4.2,0,42.37,659.0,2,2.0,0,DSL,Yes,0
CUST-06098,Male,34,Rural,6,Month-to-Month,Mailed Check,631,5.4,1,83.77,516.24,1,2.0,3,DSL,Yes,0
CUST-06099,Male,31,Urban,1,Two Year,Credit Card,605,1.8,1,70.0,27.51,1,1.0,0,DSL,Yes,0
CUST-06100,Male,45,Suburban,55,Month-to-Month,Bank Transfer,506,4.4,1,100.26,5449.14,1,4.0,0,DSL,Yes,0
CUST-06101,Female,44,Urban,2,Two Year,Credit Card,438,0.3,3,103.48,256.82,0,3.0,2,No,Yes,0
CUST-06102,Female,27,Urban,72,One Year,Bank Transfer,566,3.3,3,47.04,3341.44,1,4.0,1,No,Yes,0
CUST-06103,Male,20,Suburban,3,Month-to-Month,Credit Card,50,2.4,1,81.3,274.75,0,4.0,4,Fiber Optic,Yes,1
CUST-06104,Male,53,Suburban,22,Month-to-Month,Mailed Check,873,2.2,3,122.64,2648.9,1,5.0,1,No,No,1
CUST-06105,Female,55,Urban,72,One Year,Mailed Check,462,1.3,2,77.04,5584.63,2,2.0,1,DSL,Yes,0
CUST-06106,Female,42,Suburban,3,One Year,Electronic Check,536,8.5,1,55.04,143.08,1,3.0,1,Fiber Optic,Yes,0
CUST-06107,Female,39,Suburban,13,Two Year,Bank Transfer,919,10.7,2,23.75,290.01,2,5.0,2,No,Yes,0
CUST-06108,Female,65,Rural,36,One Year,Mailed Check,351,11.0,2,20.0,751.86,0,3.0,1,DSL,Yes,0
CUST-06109,Female,56,Urban,1,One Year,Electronic Check,966,2.5,0,24.95,87.41,1,3.0,1,Fiber Optic,Yes,0
CUST-06110,Female,64,Suburban,28,Two Year,Bank Transfer,647,1.5,2,123.79,3485.51,2,4.0,2,Fiber Optic,Yes,0
CUST-06111,Female,47,Urban,2,One Year,Credit Card,589,0.5,0,63.77,133.59,1,1.0,0,No,Yes,0
CUST-06112,Female,38,Urban,6,Two Year,Electronic Check,628,5.6,1,69.4,378.75,0,4.0,0,DSL,Yes,0
CUST-06113,Male,47,Suburban,4,Two Year,Electronic Check,331,2.0,0,48.39,191.02,1,2.0,0,Fiber Optic,Yes,0
CUST-06114,Male,45,Suburban,57,Two Year,Credit Card,170,1.6,2,76.91,4392.7,4,3.0,1,Fiber Optic,Yes,0
CUST-06115,Male,48,Urban,4,Month-to-Month,Bank Transfer,263,2.3,3,61.15,287.28,1,2.0,3,DSL,Yes,0
CUST-06116,Male,69,Rural,1,One Year,Mailed Check,717,4.0,4,35.03,67.92,2,3.0,2,DSL,Yes,1
CUST-06117,Male,43,Suburban,21,Month-to-Month,Bank Transfer,312,0.9,2,20.0,444.16,1,2.0,1,DSL,No,0
CUST-06118,Male,60,Suburban,10,Month-to-Month,Bank Transfer,169,16.3,3,20.0,128.8,2,2.0,0,DSL,No,1
CUST-06119,Female,39,Suburban,12,Month-to-Month,Mailed Check,484,6.6,0,50.68,680.44,2,4.0,0,Fiber Optic,Yes,0
CUST-06120,Female,38,Urban,3,Two Year,Credit Card,614,0.2,1,52.88,119.12,1,3.0,0,DSL,Yes,0
CUST-06121,Male,18,Suburban,33,Month-to-Month,Mailed Check,507,1.8,0,78.36,2570.12,2,3.0,0,Fiber Optic,Yes,0
CUST-06122,Male,54,Urban,22,Month-to-Month,Electronic Check,621,0.3,0,99.6,2174.07,0,2.0,1,Fiber Optic,Yes,1
CUST-06123,Female,30,Rural,10,Month-to-Month,Bank Transfer,731,1.3,2,39.47,375.08,0,1.0,0,DSL,Yes,0
CUST-06124,Female,38,Urban,4,Month-to-Month,Credit Card,614,1.7,1,49.93,168.3,0,2.0,2,No,Yes,1
CUST-06125,Female,63,Urban,21,One Year,Credit Card,469,6.3,2,110.08,2339.83,1,2.0,2,Fiber Optic,Yes,0
